Dk_label,Lamp5,Pax6,Vip,Sncg,Lamp5 Lhx6,L5 ET,L5/6 NP,L6 CT,L6b,Astro,VLMC,Endo,Micro/PVM,Oligo,OPC,L2/3 IT,L6 IT Car3,L4 IT,L6 IT,L5 IT,Chandelier,Pvalb,Sst,Sst Chodl
L_temporalpole,0.0018211875714285715,0.031730208230647976,0.10278882881417728,0.05739767641692927,0.02012112214285714,0.03349825731917229,0.0036291721428571427,0.0907737242693405,0.0,0.1553269075113701,0.0,0.0018302377142857143,0.056062676315536006,0.08495832881039762,0.0015734475714285715,0.01969159573573207,0.04648377484988623,0.0,0.017106351745610798,0.050575854872718505,0.11565107207244887,0.002763186857142857,0.09071453688521976,0.015501852285714286
L_transversetemporal,0.052833805467775476,0.01147420681818182,0.04049785809631094,0.0,0.0021879323636363637,0.010170041272727274,0.01621177927272727,0.033010112168831734,0.05408592288355007,0.0023080192727272728,0.006109099636363636,0.016240006909090908,0.003810224909090909,0.0,0.07851288312753105,0.05744554010000829,0.025701169272727267,0.4345475454806538,0.04852522418170397,0.001528321,0.013445907391428473,0.07821524799931401,0.009142266545454546,0.003996886000000001
L_insula,0.010501964176068294,0.03388556584822867,0.036358837813110216,0.046136133780280364,0.0352355444409366,0.029152901760079293,0.04422478479717328,0.061570757367386486,0.07411041286447832,0.06956368711893758,0.003602449576923077,0.005271630692307692,0.012383303653846154,0.03350075393983071,0.020141893194749204,0.08451864573373039,0.08226704074318149,0.05042642836358581,0.13348271318420568,0.029692277969972716,0.04470590001439191,0.004328643615384615,0.04119559593326675,0.013742133346153845
R_bankssts,0.0007096583333333333,0.06163400763883493,0.14019184109974167,0.0,0.012830516333333333,0.011070426333333334,0.011121421999999999,0.0,0.020776192333333336,0.0520446674564063,0.0025846986666666666,0.009617865,0.012149119333333333,0.004094370666666667,0.13794178609329377,0.2642375087617894,0.0,0.05481486422436377,0.14898575190860172,0.0,0.017518115666666667,0.03413578566666667,0.0034835303333333335,5.787166666666667e-05
R_caudalanteriorcingulate,0.05792104166666667,0.05974850086545466,0.12696087091775857,0.04724512,0.01687369,0.07271177267482364,0.030280361999999995,0.12444001052468164,0.006877443333333334,0.16334859160446355,0.0,0.008846143,0.015765995666666668,0.08333766381301183,0.012378465,0.010212418,0.03610666466666667,0.0,0.036019158333333336,0.0,0.038188242475109,0.013092312333333333,0.027792577,0.011852955666666666
R_caudalmiddlefrontal,0.024178058199999998,0.0246974265,0.12873301797457176,0.0082752165,0.051863708898791924,0.09819353167533248,0.0163302485,0.03695707300857246,0.018313908299999997,0.01428663374693788,0.008268799400000002,0.014678127099999999,0.0078469933,0.0003601321,0.018922679200000004,0.10947255970102847,0.0082673521,0.05270102406679729,0.03765868577013162,0.22064385752964646,0.019878552,0.042720727012641714,0.0190130186,0.017738669500000002
R_corpuscallosum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_cuneus,0.052807242,0.002837494,0.061830397,0.0,0.0,0.0,0.02146013,0.013941464,0.040473069,0.0,0.004994654,0.014335052,0.008157252,0.0,0.005552384,0.0,0.049846752,0.6052894655661172,0.0,0.0,0.00730904,0.086066329,0.025099277,0.0
R_entorhinal,0.020420396666666667,0.002546238,0.1011256694815091,0.072575741608313,0.05034943587527336,0.0060484883333333335,0.02845334066666667,0.029273058666666667,0.061784665742702104,0.011052738,0.010607773333333334,0.002763068,0.08572692250199314,0.07777849776247987,0.02490600633333333,0.0037579013333333337,0.052141930999999996,0.0349417474355452,0.08987086338443151,0.036615566681069,0.15612548252385636,0.0,0.026558400333333333,0.014576065666666667
R_fusiform,0.012239297276169585,0.026536495088591367,0.07081670512882937,0.025561325909865505,0.027888173575544392,0.020901203956204168,0.04385098059318252,0.013262545220495917,0.03440578523592124,0.03968512098585838,0.0070506027037037025,0.004577008666666667,0.02235409542037621,0.028462630338826282,0.05400955204568031,0.16411627746835844,0.01134663811111111,0.07325795261093687,0.11806008803712743,0.11366378977548833,0.03413879705388402,0.020052682580678077,0.027756715555555544,0.006005536703703703
R_inferiorparietal,0.026084806904235276,0.028409748474974086,0.05953441627169223,0.015744021375,0.0132425781875,0.08630332870346362,0.05142136231826843,0.009588343375,0.0259696314375,0.05683502404375924,0.005614987625000001,0.007332460062499999,0.0166325588125,0.00349511825,0.055485315925302654,0.12644003377487106,0.010658621687043061,0.09386087398306742,0.060820359169639224,0.16966438241362186,0.014036964875581938,0.04303579019861127,0.016975129749999998,0.0028141425625
R_inferiortemporal,0.02489139457445848,0.03208013159621058,0.055016135615389886,0.036753137052296915,0.021760732761468195,0.018829892483383008,0.04950717369203125,0.013167130086363225,0.031194181515996202,0.0589952932564982,0.005377911722222222,0.0034517043611111114,0.02906558280169797,0.0419140968731591,0.030132239206661766,0.17491422803280188,0.03109871634306389,0.0366855141278773,0.07668335320837648,0.13872840780613874,0.03130648239884042,0.009396124277777777,0.04109365504404044,0.007956781294444444
R_isthmuscingulate,0.032157382428571434,0.0435020044161673,0.14450010272422634,0.017881416142857143,0.006221635714285715,0.12344409318217268,0.02146317753518013,0.0659971237144184,0.012112844999999999,0.06024508290803732,0.0027144124285714286,0.014425587857142857,0.015963762428571428,0.018115272857142855,0.07298986615138732,0.014911047714285712,0.023803567571428572,0.11827304785158799,0.12253639450905787,0.03946606730180465,0.0,0.013420310999999999,0.0014108211428571428,0.014444977285714287
R_lateraloccipital,0.05503307907778043,0.012983454571428573,0.08781850885159466,0.002449739357142857,0.006056063357142857,0.01933618803511097,0.0221989835,0.016666614142857143,0.004996895642857143,0.018964332642857146,0.006914260285714286,0.011166373428571427,0.014621763785714285,0.005952878785714285,0.0973614161311983,0.12019349017964953,0.0037664530714285713,0.29831495092220983,0.03351833942857142,0.05639708648472599,0.020097314,0.061462535431940114,0.02347725357142857,0.00025202535714285713
R_lateralorbitofrontal,0.0111079575,0.024204009357142852,0.09101860348249118,0.05169016467145558,0.04193624387906402,0.014081856785714286,0.028713348090709,0.020770528934918348,0.0719498417126194,0.048409760074854466,0.004971042071428571,0.003753900357142857,0.0199310035,0.019888909071428575,0.0441526498545027,0.16021456839585865,0.0079733085,0.036193946175938116,0.05546048445770901,0.147371146352645,0.02003180964285714,0.019555316285714285,0.04354862474490906,0.013070976214285714
R_lingual,0.033204356428571426,0.014185852632572661,0.07292800289222269,0.000454427,0.010080552000000001,0.028100262714285708,0.01580406942857143,0.039407480455067576,0.016327837714285715,0.03011006242857143,0.008066881785714285,0.014376084992857143,0.01240258642857143,0.004956736142857143,0.039827885512845614,0.0879599401559674,0.01313287742857143,0.4173887952430531,0.06979335408863878,0.0056076058571428574,0.009937080928571429,0.05356156489783377,0.0020959314285714284,0.00028977164285714287
R_medialorbitofrontal,0.017456622499999998,0.04890316043078777,0.05231087555360332,0.057914372597501616,0.03523697475,0.0053178606875,0.0186160041875,0.009611316564260787,0.06254693335722294,0.041466112210362144,0.002313338625,0.00265944175,0.0202613959375,0.0368849986875,0.04061343033525097,0.243066391015501,0.004616254562500001,0.008626250484315756,0.04951635062591623,0.12032866804368356,0.03446794043250392,0.0125023371875,0.06241187184086473,0.012351097625
R_middletemporal,0.019991282405883222,0.03567530373816255,0.07445759954920474,0.04102139608274588,0.02216547854286681,0.019223638978759918,0.03608730284190277,0.020564874897484178,0.04986407934366508,0.050414801500279584,0.007855603333333332,0.004492069233333334,0.019802806233333338,0.031092811860485552,0.05326295066624571,0.10836581254335666,0.02580816854102232,0.03656592359105313,0.08950784237316925,0.1467815561678103,0.04178724694250024,0.012738527000000001,0.044891955983798054,0.007580967733333333
R_parahippocampal,0.028031657,0.0,0.0,0.065840671,0.0,0.0,0.0,0.0,0.062972486,0.1292648812201477,0.0,0.0,0.002112459,0.039643756,0.0,0.3306812139826348,0.0,0.0,0.1617655177313421,0.1089181378116758,0.01949993,0.0,0.051269289,0.0
R_paracentral,0.014980715090909091,0.028987458363636365,0.14120072432032618,0.01643477890909091,0.008733836545454544,0.18330320646247913,0.009229180181818182,0.06764727612932532,0.006120878090909091,0.07816792910643397,0.005793261454545454,0.01193155209090909,0.014681799909090907,0.01068634109090909,0.1008053192475371,0.06797006768799545,0.0029400884545454547,0.033321015246198675,0.13266955150869703,0.0030109979090909085,0.027712841454545455,0.021613671272727272,0.00766282009090909,0.0043946890909090895
R_parsopercularis,0.0,0.020367735,0.12309513021786364,0.03449303,0.06675225423499304,0.0,0.048171678,0.0032085975,0.12171518267163474,0.00559871675,0.0015572902499999999,0.013764712500000002,0.018903136499999997,0.021906485,0.00286475025,0.162876414752817,0.01339040675,0.01247368925,0.1267180081906097,0.06460843742925508,0.04851229860518383,0.024697881,0.052961126000000004,0.011363039750000001
R_parsorbitalis,0.030911483999999996,0.04693300553516834,0.07831362287207273,0.021713761857142858,0.023763605125270797,0.0294700770623756,0.03588710631510883,0.03263231135957257,0.07813476281494633,0.019407610428571427,0.0003029095714285715,0.005250638571428571,0.022121000571428573,0.014513948857142859,0.08431404962507331,0.1181436289277945,0.020268352,0.030008899942996197,0.03404172240869357,0.18054498449755857,0.004780365142857143,0.03249906342857143,0.04723376996071616,0.008809318714285714
R_parstriangularis,0.01925025314285714,0.03746437057142856,0.1658406328475752,0.031969877142857143,0.009516107857142858,0.07190254121330729,0.015012524714285715,0.009480320285714286,0.04945005732011439,0.021622092,0.004111925285714286,0.008805149571428573,0.017824285,0.005488082,0.08540731928930219,0.1226099918931755,0.008222416714285714,0.0,0.08281024832396985,0.08482319108760406,0.0472758296719814,0.05497588730893439,0.026634313857142856,0.019502582714285715
R_pericalcarine,0.040224896499999996,0.0,0.058687928188272724,0.0,0.00681345325,0.0096829025,0.017147778250000002,0.050436904799461425,0.0068110975,0.00886258425,0.0024977275,0.0119375455,0.011570207749999999,0.00134865725,0.03830178075,0.0,0.0103523765,0.6061525433515045,0.06096632875000001,0.0,0.00216322125,0.0501200125,0.00547885525,0.000443199
R_postcentral,0.02244622148,0.022180753770117523,0.059430061842752194,0.004375759480000001,0.016855626239999998,0.05436619832231053,0.013398729855999998,0.049778573966128524,0.025980481497507646,0.011183602794589888,0.00889440104,0.0068602504,0.01722531884,0.0024600743199999996,0.1257659852890378,0.10556466305683287,0.00950306192,0.25380777039979674,0.046784467665009294,0.047598922445096184,0.022284870017701738,0.05459561002906657,0.013294871960000001,0.00536372356
R_posteriorcingulate,0.04820267730176641,0.036249360434782975,0.07258929845853324,0.04654434994092558,0.019189167444444447,0.10381834648172211,0.025682779200353365,0.041426666331253185,0.061906545180631004,0.06738702722858692,0.0026821719999999996,0.009426826666666666,0.017068268555555557,0.029541341,0.011843706968825923,0.10533704522205443,0.008484503999999999,0.025721976965733764,0.053295464733822434,0.08281897555004347,0.047296964754423916,0.03657896070177933,0.040401255941264584,0.006506318666666667
R_precentral,0.028948480024610913,0.03262104105824036,0.10294134083308876,0.004547418681818182,0.013575752818181819,0.22354146129944538,0.010825354991670318,0.07789900361899839,0.015010984739955768,0.01497259463636364,0.004416382954545454,0.012322472818181817,0.015882842636363637,0.0031232719090909093,0.10373598689774594,0.03501110540182281,0.014223894454545454,0.06676793138411993,0.11781566498004069,0.04570566962195686,0.016166666957959003,0.027322356381868106,0.0032294342272727273,0.00939288659090909
R_precuneus,0.043155426731695604,0.0199697775064271,0.05059921006697531,0.022173228,0.02210289188888889,0.06805957479186764,0.06161730100250811,0.03242820983543907,0.023098483666666666,0.023737779666666667,0.003487223777777778,0.004801096,0.021138714666666666,0.019700012222222223,0.032710605074126625,0.11645581803439903,0.016104894111111115,0.14262907770051086,0.012956051222222223,0.1804855702293026,0.03357197107604907,0.031396342333333334,0.008339382555555556,0.009281357666666667
R_rostralanteriorcingulate,0.02210838525,0.06656374929415809,0.13993405133488176,0.04668294475,0.0193954495,0.051265347,0.035956339000000004,0.12092391835467747,0.06853128020964004,0.12673152006454322,0.0003753025,0.0006769157500000001,0.025935744,0.09160722721835443,0.000320188,0.0,0.01255867075,0.0,0.0525557647316348,0.02929026191001835,0.03097139325,0.0,0.041088995749999996,0.0165265515
R_rostralmiddlefrontal,0.034523534376149585,0.0361220055500436,0.06669636689957578,0.03580231693540809,0.02052586181841766,0.029994134814547557,0.03313030664195816,0.03397317582343839,0.032689468097311686,0.03186678496036083,0.007099705925925925,0.010142998148148149,0.009828776885185185,0.01266291648148148,0.07059584420974102,0.18870377520354356,0.018169565830309847,0.06591111074303642,0.04410570431223069,0.10410422228944105,0.013284910093048715,0.04803691742066482,0.04619100401900916,0.005838592518518519
R_superiorfrontal,0.023321259229478922,0.04194615749541041,0.07654317105736806,0.030060496987677394,0.020734464903225808,0.09677511398230142,0.018942449899361464,0.050263226083963254,0.04199641176897399,0.052557694857879374,0.0005247012258064516,0.006556865870967742,0.018219606806451613,0.031438250426087305,0.09209588158077765,0.09329158533994146,0.0179760594516129,0.03184185147983341,0.05537971110711918,0.09406353949556988,0.03393434975372291,0.022908150595436154,0.040307187311852836,0.008321813483870967
R_superiorparietal,0.01636534511997006,0.01716615576923077,0.036350360233899474,0.020996059384615382,0.027231100713308566,0.02943646130769231,0.05772317561054566,0.015476970251772653,0.004287522846153846,0.05640517300618535,0.003980780999999999,0.005192833230769231,0.020333588153846158,0.0036469493846153847,0.055619384273055225,0.16883657068120414,0.013561833925106608,0.1920404052411927,0.022918943985780448,0.15993810512435017,0.0077908038461538456,0.05217133291412541,0.010103363384615384,0.0024267805384615387
R_superiortemporal,0.022988712944613965,0.04025525222093851,0.08128271913008393,0.0182883345,0.03324030690510155,0.03192786073333763,0.027570683893201057,0.02944417878535815,0.045757399909395126,0.020863599325067365,0.0045577485,0.00586384251923077,0.01737013103846154,0.03151575965539883,0.08344023982203826,0.08178414509503461,0.03257151916351963,0.13274677464406956,0.09008069677868785,0.06459016472163667,0.04462563067278626,0.016292987198281036,0.03502409941119507,0.007917212192307694
R_supramarginal,0.02954103451751413,0.0274952527,0.06860444194545087,0.0293761893,0.0157372091,0.03679852609469772,0.03181005939999999,0.01576478738655491,0.019483148,0.014976685,0.005946981799999999,0.008802728999999999,0.018535723400000002,0.0181915233,0.06613908881086741,0.2692247192217864,0.0,0.05648328804591522,0.07856463286693319,0.08832705583017252,0.026407425899999996,0.030762805563191054,0.036636531900000005,0.0063901613
R_frontalpole,0.03501156525,0.01918231225,0.057573940500000004,0.057110953000000006,0.011594374,0.0,0.0301308370507755,0.05314397607816415,0.09549410992725187,0.0464326529582684,0.005412213000000001,0.0040459295,0.008431567999999999,0.02413326725,0.0,0.2835533331333273,0.0298700907233276,0.0,0.0168106535,0.09374922182736595,0.031556731,0.0027328345,0.08812715282466774,0.00590228375
R_temporalpole,0.0,0.03759331666666666,0.10895707229802713,0.0596995785623885,0.004275544,0.04482008779241247,0.0375457539319341,0.033764354,0.03664383483120973,0.049236658807385404,0.0,0.004518406666666666,0.03667375366666666,0.04778252458458577,0.04070784072530503,0.04296221888761614,0.07163680354002747,0.0,0.24792853721144184,0.0,0.055432450356720835,0.0,0.028944237,0.010877025666666667
R_transversetemporal,0.072168073,0.0,0.09662966043516595,0.0,0.0,0.07705125381314185,0.003311604,0.0648733422372873,0.0116088135,0.0107281665,0.0054253205,0.004383943,0.000820459,0.0,0.09919794116155975,0.07399018879265565,0.006370464,0.41474887924720866,0.0,0.0141540255,0.0,0.0445378665,0.0,0.0
R_insula,0.0109205183,0.0163355322,0.12962990565640783,0.04774881546855608,0.04962105519125869,0.013219321100136822,0.032535094,0.08107967366970843,0.09166449634248865,0.047393368183535796,0.0027628227999999997,0.008511041799999999,0.04373279272625655,0.034128366329341124,0.01219602623068819,0.06673159545181236,0.07536382155894612,0.055666908192641563,0.08119339545381668,0.0,0.037638570843351246,0.0003078671,0.04736514714819883,0.014253864800000002
